"Nummer","Unternehmen","PLZ","Ort","Konzernmarken","Umsatz","NettoDB","Preisumsetzung","Kundenklasse","Jahr","Prognose","Geo Point","Ortsname","Breitengrad","Längengrad","Quad"
1702,"187F99D66241C99B5CD68C8D",38176,"Wendeburg",7,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","52.3310426394, 10.3723950255","Wendeburg",52.3310426394,10.3723950255,">50,2724/>9,7901"
1704,"B9FFA2147655DD40A3EF4B13",80995,"München",5,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","48.217157311, 11.5149477676","München",48.217157311,11.5149477676,"<50,2724/>9,7901"
1705,"4DBA1494C9F29BC9E312796A",47647,"Kerken",8,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","51.4473688531, 6.38886135974","Kerken",51.4473688531,6.38886135974,">50,2724/<9,7901"
1708,"1B2027BF86A642C45EE219D1",89194,"Schnürpflingen",6,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"A","48.2654649351, 9.99352706583","Schnürpflingen",48.2654649351,9.99352706583,"<50,2724/>9,7901"
1713,"E963A5BC6C8ADC09450A6B6C",49457,"Drebber",8,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2016,"notA","52.6743589478, 8.41215750327","Drebber",52.6743589478,8.41215750327,">50,2724/<9,7901"
1720,"BB3424C2FAEFEEE562F53CBF",64572,"Büttelborn",6,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","49.9113024112, 8.534505963","Büttelborn",49.9113024112,8.534505963,"<50,2724/<9,7901"
1723,"E8F79D034D7A93282F7D995",51105,"Köln",9,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"A","50.9182547512, 6.99651396505","Köln",50.9182547512,6.99651396505,">50,2724/<9,7901"
1728,"1AE81B29D1DC8BAB2995FF16",83236,"Übersee",8,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"notA","47.8267671003, 12.4774575821","Übersee",47.8267671003,12.4774575821,"<50,2724/>9,7901"
1732,"19EBA169A1C5B3C98982F7",67158,"Ellerstadt",3,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"A","49.4670766542, 8.25719763861","Ellerstadt",49.4670766542,8.25719763861,"<50,2724/<9,7901"
1733,"E8AB992A3BF01566327D8DAB",82211,"Herrsching a. Ammersee",8,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.0079482167, 11.1660822005","Herrsching a. Ammersee",48.0079482167,11.1660822005,"<50,2724/>9,7901"
1736,"1CEE2FAA845753EF7280BFD2",66806,"Ensdorf",5,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","49.3023561806, 6.78149202392","Ensdorf",49.3023561806,6.78149202392,"<50,2724/<9,7901"
1739,"EB4C2341FC37D8F116E4A139",47608,"Geldern",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"A","51.5184846722, 6.31050491951","Geldern",51.5184846722,6.31050491951,">50,2724/<9,7901"
1741,"49CFA2C333E336E05FB0F7CC",21380,"Artlenburg",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","53.3644456298, 10.4864889517","Artlenburg",53.3644456298,10.4864889517,">50,2724/>9,7901"
1742,"190FA142161B463CD0C93FD",21380,"Artlenburg",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","53.3644456298, 10.4864889517","Artlenburg",53.3644456298,10.4864889517,">50,2724/>9,7901"
1745,"1C0A2F81985064B2E07422B",49610,"Quakenbrück",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2016,"notA","52.6776971224, 7.96815294683","Quakenbrück",52.6776971224,7.96815294683,">50,2724/<9,7901"
1748,"EB102768C310A964A2BDA50E",68229,"Mannheim",4,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","49.4363126143, 8.5712540864","Mannheim",49.4363126143,8.5712540864,"<50,2724/<9,7901"
1749,"BBD024E9E6E8D9B8F0018146",73660,"Urbach",6,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2016,"notA","48.8237641854, 9.57706414718","Urbach",48.8237641854,9.57706414718,"<50,2724/<9,7901"
1752,"E8139D2818D053AE14D03465",78554,"Aldingen",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"notA","48.0939589782, 8.68293498387","Aldingen",48.0939589782,8.68293498387,"<50,2724/<9,7901"
1753,"4C962829828F65FB6916D0A",71729,"Erdmannhausen",4,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"A","48.9372362412, 9.29614636065","Erdmannhausen",48.9372362412,9.29614636065,"<50,2724/<9,7901"
1754,"1C562BA8A7771527542D61C",66849,"Landstuhl",8,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2016,"notA","49.4034998501, 7.5600681847","Landstuhl",49.4034998501,7.5600681847,"<50,2724/<9,7901"
1759,"4AE7EF7DE0D18B8630DA54A",91217,"Hersbruck",5,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"notA","49.506335578, 11.4274420646","Hersbruck",49.506335578,11.4274420646,"<50,2724/>9,7901"
1762,"BBA7D73ED13DEF81AE8859E9",55543,"Bad Kreuznach",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"A","49.8294145749, 7.87307965106","Bad Kreuznach",49.8294145749,7.87307965106,"<50,2724/<9,7901"
1763,"4FE261BE6E9AA908EE756B90",21776,"Wanna",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2016,"notA","53.7241507423, 8.77935222639","Wanna",53.7241507423,8.77935222639,">50,2724/<9,7901"
1779,"3FC439F93DD49269EEA4501",79341,"Kenzingen",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"notA","48.1922557464, 7.800460208","Kenzingen",48.1922557464,7.800460208,"<50,2724/<9,7901"
1784,"6C5BBE7767C81E7B1570C342",30826,"Garbsen",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"A","52.4602546078, 9.56147806087","Garbsen",52.4602546078,9.56147806087,">50,2724/<9,7901"
1793,"3A9D897517BBB6E31CD9A7CE",72474,"Winterlingen",9,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","48.1889376057, 9.13871482461","Winterlingen",48.1889376057,9.13871482461,"<50,2724/<9,7901"
1803,"3A79895EBBC38F1FA5F28C3",61206,"Wöllstadt",7,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","50.2831158995, 8.75814559312","Wöllstadt",50.2831158995,8.75814559312,">50,2724/<9,7901"
1808,"6FE03533078F5DA8EDC9",8058,"Zwickau",2,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","50.7621583367, 12.4755336543","Zwickau",50.7621583367,12.4755336543,">50,2724/>9,7901"
1812,"6AE58EF6116380F768C83A48",29584,"Himbergen",5,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","53.1043158999, 10.7192667892","Himbergen",53.1043158999,10.7192667892,">50,2724/>9,7901"
1814,"6D7782CA2CB5E049F0F3987C",83367,"Petting",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2016,"A","47.9037880912, 12.8221012785","Petting",47.9037880912,12.8221012785,"<50,2724/>9,7901"
1819,"3EB43B0BD28D6A5F14222D5F",23858,"Reinfeld (Holstein)",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","53.8347499847, 10.4809012726","Reinfeld (Holstein)",53.8347499847,10.4809012726,">50,2724/>9,7901"
1825,"3DEB8562366AE1001616B803",9131,"Chemnitz",8,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"A","50.8641125221, 12.9659298521","Chemnitz",50.8641125221,12.9659298521,">50,2724/>9,7901"
1826,"CCABBD21786EA855A7E68FB",29584,"Himbergen",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","53.1043158999, 10.7192667892","Himbergen",53.1043158999,10.7192667892,">50,2724/>9,7901"
1830,"CFA8761B07024F0EC75C6D1",26605,"Aurich",2,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","53.4627514586, 7.54791915031","Aurich",53.4627514586,7.54791915031,">50,2724/<9,7901"
1833,"3BEDB1E163E139444D03F8C7",81539,"München",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.1107153332, 11.5890959961","München",48.1107153332,11.5890959961,"<50,2724/>9,7901"
1834,"6DCF86C8F95A4222448D4D",99091,"Erfurt",6,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"A","51.0193408846, 10.9972844286","Erfurt",51.0193408846,10.9972844286,">50,2724/>9,7901"
1837,"9C8FBE8B3E79C2867BDBC264",51503,"Rösrath",2,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"notA","50.9061723232, 7.18382136453","Rösrath",50.9061723232,7.18382136453,">50,2724/<9,7901"
1840,"CF4C74ABFEA663324C57759",31638,"Stöckse",6,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","52.631988287, 9.3428637488","Stöckse",52.631988287,9.3428637488,">50,2724/<9,7901"
1842,"6BC9B24B5A1E7EC58D4B6176",76684,"Östringen",4,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"notA","49.1898413202, 8.75224429658","Östringen",49.1898413202,8.75224429658,"<50,2724/<9,7901"
1845,"3D538160154AA7C830BB1CD",17335,"Strasburg",8,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","53.5383189963, 13.7499249613","Strasburg",53.5383189963,13.7499249613,">50,2724/>9,7901"
1846,"CC13B92324A6C3CF9D3EE21B",73495,"Stödtlen",8,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.9995067141, 10.3163214442","Stödtlen",48.9995067141,10.3163214442,"<50,2724/>9,7901"
1848,"6E9038A1EB722DDED46AB4EE",38835,"Osterwieck",9,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","51.9864501585, 10.7251663821","Osterwieck",51.9864501585,10.7251663821,">50,2724/>9,7901"
1849,"3E503B20CE8A5D0286D690A6",21436,"Marschacht",3,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","53.3938591196, 10.3517042563","Marschacht",53.3938591196,10.3517042563,">50,2724/>9,7901"
1857,"9FA7F335ED4B7FE027668F97",69253,"Heiligkreuzsteinach",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","49.4974513013, 8.79016733653","Heiligkreuzsteinach",49.4974513013,8.79016733653,"<50,2724/<9,7901"
1865,"3E7BCCDEC6781AAE6C064C3E",25856,"Hattstedt u.a.",4,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2016,"notA","54.5416661698, 9.00482611955","Hattstedt u.a.",54.5416661698,9.00482611955,">50,2724/<9,7901"
1868,"6DB8751F384090B888D7F91D",18445,"Prohn",6,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2016,"A","54.4485469477, 12.9910707556","Prohn",54.4485469477,12.9910707556,">50,2724/>9,7901"
1878,"5604B112C9FAF5C56A00EAB9",58135,"Hagen",2,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","51.3382212388, 7.42153178387","Hagen",51.3382212388,7.42153178387,">50,2724/<9,7901"
1881,"A7448951F81691C2C78596F",49163,"Bohmte",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","52.4136351056, 8.27866283048","Bohmte",52.4136351056,8.27866283048,">50,2724/<9,7901"
1883,"3C19C212CBC316881D8AA88",23749,"Grube",3,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"A","54.2428518083, 11.0438017648","Grube",54.2428518083,11.0438017648,">50,2724/>9,7901"
1884,"59B248BE55BE2D2846F2AE0",86153,"Augsburg",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2016,"notA","48.3774599367, 10.9024894927","Augsburg",48.3774599367,10.9024894927,"<50,2724/>9,7901"
1886,"A41B37381CF11A9DC5B19C33",86643,"Rennertshofen",2,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","48.7731601154, 11.0478394406","Rennertshofen",48.7731601154,11.0478394406,"<50,2724/>9,7901"
1887,"5658B53BF6DD8450DE59EE8E",98574,"Schmalkalden",5,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2016,"notA","50.7155069153, 10.4216964547","Schmalkalden",50.7155069153,10.4216964547,">50,2724/>9,7901"
1890,"A7188D78C731E05773DCD58",74379,"Ingersheim",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","48.9678275025, 9.18376388889","Ingersheim",48.9678275025,9.18376388889,"<50,2724/<9,7901"
1891,"535D3BF87896A6DE33213F21",66706,"Perl",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"A","49.5045025592, 6.42610240252","Perl",49.5045025592,6.42610240252,"<50,2724/<9,7901"
1897,"56BCB510EADAB30D4CAD5377",74388,"Talheim",4,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","49.0851004329, 9.20129976773","Talheim",49.0851004329,9.20129976773,"<50,2724/<9,7901"
1898,"67CDAE0D338D50BE8A0A443",92552,"Teunz",7,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","49.5003181025, 12.3895287449","Teunz",49.5003181025,12.3895287449,"<50,2724/>9,7901"
1899,"F73C8ED2FECEA7D6B39494E9",97657,"Sandberg",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","50.337827057, 10.0099016694","Sandberg",50.337827057,10.0099016694,">50,2724/>9,7901"
1900,"A7FC8D53DB36D70AE128B0A1",77767,"Appenweier",2,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"A","48.5531556074, 7.9795927186","Appenweier",48.5531556074,7.9795927186,"<50,2724/<9,7901"
1901,"53B93BD364919183A1D582D8",31621,"Pennigsehl",6,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2016,"notA","52.6356120218, 9.01691814458","Pennigsehl",52.6356120218,9.01691814458,">50,2724/<9,7901"
1905,"F46330BB1A292C89B1A01B5",86643,"Rennertshofen",6,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"notA","48.7731601154, 11.0478394406","Rennertshofen",48.7731601154,11.0478394406,"<50,2724/>9,7901"
1911,"53E53FFA5BB6E016158C86EF",57319,"Bad Berleburg",4,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","51.0550659916, 8.40585731836","Bad Berleburg",51.0550659916,8.40585731836,">50,2724/<9,7901"
1913,"547733C6666080A88DB724DB",93426,"Roding",9,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2016,"A","49.2044988336, 12.4839969012","Roding",49.2044988336,12.4839969012,"<50,2724/>9,7901"
1916,"A537B85FF2D232C7DA9056",16766,"Kremmen",6,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2016,"notA","52.7862319691, 13.0303030377","Kremmen",52.7862319691,13.0303030377,">50,2724/>9,7901"
1918,"7B41A7775274ABB3654B170",39106,"Magdeburg",6,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","52.1448066262, 11.6497398","Magdeburg",52.1448066262,11.6497398,">50,2724/>9,7901"
1922,"2B158B4A983E8107981675",56859,"Bullay, Alf, Zell",5,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","50.0603180747, 7.12452252384","Bullay, Alf, Zell",50.0603180747,7.12452252384,"<50,2724/<9,7901"
1925,"F5ABC2DD4CF2D53FC88FD6D",12347,"Berlin Britz",6,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","52.4508784703, 13.4281566109","Berlin Britz",52.4508784703,13.4281566109,">50,2724/>9,7901"
1930,"A668B5ECB36B6FF022065251",58507,"Lüdenscheid",2,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","51.2306292542, 7.62558864341","Lüdenscheid",51.2306292542,7.62558864341,">50,2724/<9,7901"
1932,"2ED5C9D96A49985CDD8242",76599,"Weisenbach",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","48.719021244, 8.35612746611","Weisenbach",48.719021244,8.35612746611,"<50,2724/<9,7901"
1933,"54CF37C44540C660AB1A9D15",25482,"Appen",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"A","53.6522754367, 9.73716356505","Appen",53.6522754367,9.73716356505,">50,2724/<9,7901"
1939,"F64CB6468A942871E24ECBE0",59514,"Welver",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2016,"notA","51.6164995094, 7.99346393495","Welver",51.6164995094,7.99346393495,">50,2724/<9,7901"
1943,"549333ED7A67B7F51F439922",1683,"Nossen",7,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"A","51.1006340295, 13.3071024326","Nossen",51.1006340295,13.3071024326,">50,2724/>9,7901"
1948,"7501A5C69207DE6A4A0C89",50667,"Köln",2,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","50.9386555045, 6.9550698736","Köln",50.9386555045,6.9550698736,">50,2724/<9,7901"
1951,"529576E2B3F3C4486FBA1DA",41516,"Grevenbroich",8,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2016,"A","51.1206982524, 6.63743074808","Grevenbroich",51.1206982524,6.63743074808,">50,2724/<9,7901"
1958,"42417CB74914B5B412645A",9117,"Chemnitz",5,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","50.8338245562, 12.8026839488","Chemnitz",50.8338245562,12.8026839488,">50,2724/>9,7901"
1960,"A5A4F8797C5EE5CBEC4FA25B",94137,"Bayerbach",3,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","48.4133879072, 13.1265470341","Bayerbach",48.4133879072,13.1265470341,"<50,2724/>9,7901"
1962,"1215508A835E9F04BC75079",91086,"Aurachtal",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2016,"A","49.5798509236, 10.8175458419","Aurachtal",49.5798509236,10.8175458419,"<50,2724/>9,7901"
1963,"57BB7E53A955A9348183C3F",12489,"Berlin Teltowkanal III",7,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"A","52.4357504787, 13.5432153349","Berlin Teltowkanal III",52.4357504787,13.5432153349,">50,2724/>9,7901"
1967,"54B8C4137295F059F59345BA",79585,"Steinen",2,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","47.6749983441, 7.74280058981","Steinen",47.6749983441,7.74280058981,"<50,2724/<9,7901"
1972,"17D512197129865FF9E544E",24256,"Fargau-Pratjau",5,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"A","54.3270294636, 10.3684597993","Fargau-Pratjau",54.3270294636,10.3684597993,">50,2724/>9,7901"
1973,"E40BF7712A7D9E52AC5A233",24536,"Neumünster",10,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","54.1103608821, 10.0059441095","Neumünster",54.1103608821,10.0059441095,">50,2724/>9,7901"
1979,"16487572C0519728E70B554A",83250,"Marquartstein",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2016,"notA","47.7577291071, 12.4514177971","Marquartstein",47.7577291071,12.4514177971,"<50,2724/>9,7901"
1987,"B7944A99EB62F266AC6B96E3",57482,"Wenden",6,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","50.9632769003, 7.86356259478","Wenden",50.9632769003,7.86356259478,">50,2724/<9,7901"
1988,"46D472DADA8E96611EE7C9",66629,"Freisen",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"notA","49.5368978296, 7.24002490718","Freisen",49.5368978296,7.24002490718,"<50,2724/<9,7901"
1991,"B291C45A6529D0E84113474C",91325,"Adelsdorf",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","49.709493819, 10.8997377713","Adelsdorf",49.709493819,10.8997377713,"<50,2724/>9,7901"
1995,"15F3CB3038B12B2A77CB7DEF",13351,"Berlin Wedding",6,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"A","52.5506376257, 13.3328445489","Berlin Wedding",52.5506376257,13.3328445489,">50,2724/>9,7901"
1998,"463072F1C689A13C931AC8CC",51515,"Kürten",6,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2016,"A","51.0400386243, 7.25584200252","Kürten",51.0400386243,7.25584200252,">50,2724/<9,7901"
2000,"E2B5C7F05CD69769815BDEFD",67822,"Winterborn, Waldgrehweiler, Niedermoschel, u.a.",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"notA","49.6731079857, 7.73669829658","Winterborn, Waldgrehweiler, Niedermoschel, u.a.",49.6731079857,7.73669829658,"<50,2724/<9,7901"
2004,"456FCC98226E2A63912E5D90",35232,"Dautphetal",3,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"A","50.8459304181, 8.55722265703","Dautphetal",50.8459304181,8.55722265703,">50,2724/<9,7901"
2007,"B72C4E9BC842B4AE8AC62F2D",88637,"Leibertingen, Buchheim",8,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","48.0300864565, 9.02139608574","Leibertingen, Buchheim",48.0300864565,9.02139608574,"<50,2724/<9,7901"
2010,"B229C0584609962067BEFE82",22763,"Hamburg",2,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"A","53.5518853503, 9.91415027829","Hamburg",53.5518853503,9.91415027829,">50,2724/>9,7901"
2012,"B5BBCC647BDFF69EFF855CB6",14959,"Trebbin",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2016,"A","52.216727316, 13.2164186701","Trebbin",52.216727316,13.2164186701,">50,2724/>9,7901"
2013,"44FBF4274A3392995200BF60",13125,"Berlin Buch",7,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"A","52.6334476312, 13.4811556409","Berlin Buch",52.6334476312,13.4811556409,">50,2724/>9,7901"
2017,"47F84E6791F36853E46D2E0B",8321,"Zschorlau",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"notA","50.549901164, 12.6434590076","Zschorlau",50.549901164,12.6434590076,">50,2724/>9,7901"
2020,"B3BDF8E72E542EDAA4901C72",83024,"Rosenheim",3,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","47.8688939951, 12.108034065","Rosenheim",47.8688939951,12.108034065,"<50,2724/>9,7901"
2021,"E527CBCC6100F7D719607CC9",65451,"Kelsterbach",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2016,"A","50.0493151835, 8.51789468849","Kelsterbach",50.0493151835,8.51789468849,"<50,2724/<9,7901"
2024,"1467F38F50EC93D0B4E59F1F",80995,"München",2,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2016,"notA","48.217157311, 11.5149477676","München",48.217157311,11.5149477676,"<50,2724/>9,7901"
2031,"E5C3CBE77D07C08A8B94C130",49477,"Ibbenbüren",2,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2016,"A","52.280520585, 7.70871325666","Ibbenbüren",52.280520585,7.70871325666,">50,2724/<9,7901"
2033,"4443F0256913D45174AD6AE",54320,"Waldrach",3,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","49.7464743149, 6.75766197888","Waldrach",49.7464743149,6.75766197888,"<50,2724/<9,7901"
2053,"476BBD9BBA21693728104B5D",19059,"Schwerin",7,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2016,"notA","53.6376268134, 11.3908064226","Schwerin",53.6376268134,11.3908064226,">50,2724/>9,7901"
2054,"17ABBE1A9FD919EB7AAC6F15",91282,"Betzenstein",6,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"A","49.672678065, 11.4154877757","Betzenstein",49.672678065,11.4154877757,"<50,2724/>9,7901"
2057,"44687DBF0D35F37B743F7E2",88693,"Deggenhausertal",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","47.7836929079, 9.40069798031","Deggenhausertal",47.7836929079,9.40069798031,"<50,2724/<9,7901"
2066,"B5743BB16F2A866F87A13DD7",45257,"Essen",4,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2016,"notA","51.3854650075, 7.08563093558","Essen",51.3854650075,7.08563093558,">50,2724/<9,7901"
2069,"E0B1B6F3C499D43D3865C830",63879,"Weibersbrunn, Rohrbrunner Forst",5,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2016,"notA","49.9133594933, 9.39934667568","Weibersbrunn, Rohrbrunner Forst",49.9133594933,9.39934667568,"<50,2724/<9,7901"
6,"82FE31D84402F7C5C7413235",61206,"Wöllstadt",7,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","50.2831158995, 8.75814559312","Wöllstadt",50.2831158995,8.75814559312,">50,2724/<9,7901"
8,"467F87C4A3C27D97CE17ADA0",24867,"Dannewerk",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"A","54.4765103988, 9.49264869098","Dannewerk",54.4765103988,9.49264869098,">50,2724/<9,7901"
